Index,Title,Price,Ratings,NumberOfReviews,ASIN,URL,Manufacturer,Description
175,"TRAWOC Travel Backpack - Versatile 40 Litre Backpack for Men and Women, Laptop Backpack with water resistant fabric, Casual Bag Suitable for All Occasions",₹989,5.0,1,B0CFFLYSVS,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTgyMjc2NDgwNzc4NjU4OjE2OTc4OTE0NDM6c3BfYnRmOjMwMDA2MzU1NTc0MjQzMjo6MDo6&url=%2FTRAWOC-Travel-Backpack-Versatile-Occasions-Navyblue%2Fdp%2FB0CFFLYSVS%2Fref%3Dsr_1_133_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891442%26sprefix%3Dba%252Caps%252C283%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695","Presenting the TRAWOC Travel Backpack, an ideal companion for men and women seeking an adventurous journey or a relaxing weekend getaway. Its generous 40-liter capacity, measured at 55 cm x 33 cm x 23 cm, makes it a perfect fit for a trip. Designed for convenience and style, this backpack features two zipper pockets for handy storage, and both side water bottle pockets for quick hydration access. This versatile backpack bag can also serve as a laptop backpack, thanks to its padded laptop sleeve specially designed to accommodate a 15.6 inch laptop. Built from premium quality water-resistant fabric, this large backpack for men and women assures the safety of your belongings, shielding them from unpredictable weather conditions. The main compartment is spacious and designed for easy organisation, while the additional compartments offer extra room for your essentials. It features premium quality YKK zippers and buckles, ensuring durability and long-lasting use. Comfort hasn't been compromised in this stylish backpack. The breathable mesh padded back panel and mesh padded shoulder straps provide comfort and prevent overheating during long travels. The shoulder straps are fully adjustable, allowing you to customise the fit according to your comfort. This travel bag for men and women is not just a backpack; it's a commitment to quality and convenience. With a 3-year manufacturer warranty, TRAWOC ensures you will enjoy every journey with your travel backpack. This backpack is not just ideal for travelling, but also perfect for hiking, trekking, office use or even as a trendy daypack. Whether you're a tourist going on a foreign tour, a boy off to a weekend trip, or a woman looking for a big size, stylish, and practical travel bag, TRAWOC has you covered. Experience the blend of durability, comfort, and style with TRAWOC Travel Backpack."
176,Aristocrat Hi Space 40L Unisex Wine Laptop Bags,₹952,4.1,22,B0B5YGJQSV,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTgyMjc2NDgwNzc4NjU4OjE2OTc4OTE0NDM6c3BfYnRmOjMwMDAwODAyMDU4OTczMjo6MDo6&url=%2FAristocrat-Space-Unisex-Wine-Laptop%2Fdp%2FB0B5YGJQSV%2Fref%3Dsr_1_134_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891442%26sprefix%3Dba%252Caps%252C283%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025","Stylish, affordable and spacious compartmentS. Super spacious - 40 litre space 3 Spacious Compartments Quick access front pocket Organizer Premium and Durable Fabric Rain Cover Coin Pocket Padded Grab Handle"
177,COSMUS Agility Convertible Backpack Messenger Bag Shoulder bag Laptop Case Handbag Business Briefcase Multi-functional Travel Bag Fits 15.6 Inch Laptop,"₹1,899",4.2,"1,000",B07D1R1K84,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NjczNjQyNjg3Mzk3NjU4OjE2OTc4OTE1MTE6c3BfYXRmX25leHQ6MjAwMjIzMDUzNDYzMDY6OjA6Og&url=%2FCOSMUS-Polyester-Multi-functional-Convertible-15-6-Inch%2Fdp%2FB07D1R1K84%2Fref%3Dsr_1_129_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891511%26sprefix%3Dba%252Caps%252C283%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Cosmus,"Cosmus Agility - Must have for travel enthusiast tech savvy guysCosmus bases on the cutting-edge of fashion trends, pursuing the best quality of bag category and devoting to providing the best product and service to customers. We make every effort to achieve the best in every detail of design, color, material, sewing, sales and service. Over the years we earned customer trust and this entrust us to provide high quality bags.Backpack styleComfortable back strap system, easy and convenient to load on your back.Shoulder bag styleOne back pocket for hiding the back straps, A removable Shoulder strap been included, when you use it as a shoulder bag.Messenger bag styleOne back pocket for hiding the back straps when you use it as a messenger bag."
178,"TRAWOC Travel Backpack - Versatile 40 Litre Backpack for Men and Women, Laptop Backpack with water resistant fabric, Casual Bag Suitable for All Occasions",₹989,5.0,1,B0CFFLYSVS,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NjczNjQyNjg3Mzk3NjU4OjE2OTc4OTE1MTE6c3BfYXRmX25leHQ6MzAwMDYzNTU1NzQyNDMyOjowOjo&url=%2FTRAWOC-Travel-Backpack-Versatile-Occasions-Navyblue%2Fdp%2FB0CFFLYSVS%2Fref%3Dsr_1_130_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891511%26sprefix%3Dba%252Caps%252C283%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695","Presenting the TRAWOC Travel Backpack, an ideal companion for men and women seeking an adventurous journey or a relaxing weekend getaway. Its generous 40-liter capacity, measured at 55 cm x 33 cm x 23 cm, makes it a perfect fit for a trip. Designed for convenience and style, this backpack features two zipper pockets for handy storage, and both side water bottle pockets for quick hydration access. This versatile backpack bag can also serve as a laptop backpack, thanks to its padded laptop sleeve specially designed to accommodate a 15.6 inch laptop. Built from premium quality water-resistant fabric, this large backpack for men and women assures the safety of your belongings, shielding them from unpredictable weather conditions. The main compartment is spacious and designed for easy organisation, while the additional compartments offer extra room for your essentials. It features premium quality YKK zippers and buckles, ensuring durability and long-lasting use. Comfort hasn't been compromised in this stylish backpack. The breathable mesh padded back panel and mesh padded shoulder straps provide comfort and prevent overheating during long travels. The shoulder straps are fully adjustable, allowing you to customise the fit according to your comfort. This travel bag for men and women is not just a backpack; it's a commitment to quality and convenience. With a 3-year manufacturer warranty, TRAWOC ensures you will enjoy every journey with your travel backpack. This backpack is not just ideal for travelling, but also perfect for hiking, trekking, office use or even as a trendy daypack. Whether you're a tourist going on a foreign tour, a boy off to a weekend trip, or a woman looking for a big size, stylish, and practical travel bag, TRAWOC has you covered. Experience the blend of durability, comfort, and style with TRAWOC Travel Backpack."
179,Impulse Diggy Niva 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,₹399,4.3,23,B0CJHST8BY,https://www.amazon.in/Impulse-Diggy-Backpack-Business-Resistant/dp/B0CJHST8BY/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-131,Not Mentioned,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs"
180,"Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Black)",₹509,3.8,159,B0C8NX7HTX,https://www.amazon.in/Amazon-Basics-Laptop-College-Backpack/dp/B0C8NX7HTX/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-132,"‎Outshiny India Pvt. Ltd., Outshiny India Pvt. Ltd. No.17, Ganesh Nagar, 8th B Cross Narayanappa Layout, Kodigehalli Bengaluru - 560097..","Use this spacious, convenient backpack from Amazon Basics for college or work. It features a 15.6-inch laptop compartment, a spacious compartment and a quick-access front pocket. It Is made from fabric with a polyester lining, both with PU coating. Get this high-quality product at a great price from Amazon Basics."
181,"Lifelong LLGB02 Gym Bag|Unisex Gym Bags|Adjustable Shoulder Bag for Men|Duffle Gym Bags for Men|Carry Gym Accessories|Fitness Bag|Sports &Travel Bag|Gym kit Bag (Black, 6 Months Warranty)",₹379,3.4,76,B0BW3QZBQH,https://www.amazon.in/Lifelong-LLGB02-Adjustable-Shoulder-Accessories/dp/B0BW3QZBQH/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-133,‎Marketed By Lifelong Online Retail Pvt Ltd,"Lifelong Gym BagLifelong Gym bag is the perfect companion for your daily workout. With its spacious compartments and durable material, you can easily fit in your gym clothes, shoes, water bottle, and other accessories without worrying about them getting damaged or misplaced. Invest in this Gym Bag today and take your fitness routine to the next level.FeaturesQuality ZipperThe gym bag has one large main compartment that can be easily accessed through the secure zipper closure. It is easy, secure and convenient.Padded Grab HandleThe Gym bag comes with a padded grab handle so you can easily carry it anywhere comfortably.DurabilityIf you're looking for a gym bag that can withstand your daily routine, look no further than this piece made of quality leather. The solid construction and sturdy stitching make it the perfect choice to protect against wear and tear caused by heavy equipment and frequent use.Adjustable SlingThis versatile duffle bag comes with two reinforced belts on each side, which act as handles for easy carrying. Whether you prefer to hold it by the handles or sling it over your shoulder, this gym bag has got you covered.If you're looking for a gym bag that can withstand the wear and tear of daily use, strong stitching at major stress points is essential. This feature provides long-lasting durability against even the most rigorous activities. The gym bag comes with a main large compartment with double zip closure that makes it easy to pack and unpack your gym essentials. Its spacious design can accommodate all your workout gear including shoes, towels, water bottles, and more.Whether you're hitting the gym before work or squeezing in a workout after hours, Lifelong gym bag will have you covered. The highly water-resistant finish is a great feature that saves the inner items from water splashes, making it perfect for those who like to carry their gym bag with them even during the rainy season."
182,HP 330 15.6-inch Laptop Backpack/Trolley Pass-Through; Padded Back Panel; Padded air mesh Panel/Hand wash and air Dry/1 Year Limited Warranty (793A7AA),₹699,4.3,8,B0BYDWD4VL,https://www.amazon.in/HP-15-6-inch-Backpack-Pass-Through-793A7AA/dp/B0BYDWD4VL/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-134,"‎HP Inc., HP Sales India","Protect your laptop with a padded laptop compartment. This backpack is comfortable, durable, yet delightfully lightweight letting you take your entire setup wherever you want to work."
183,Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing (Black),"₹1,186",4.2,556,B09413KB4K,https://www.amazon.in/Handcuffs-Multifunctional-Maternity-Backpack-Nursing/dp/B09413KB4K/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-135,Handcuffs,"Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing🖤 Going out with a baby requires you to be ready in any kind of messy situations. That is why, you need a trustable nappy bag to storeall your baby's needs.🖤Multiple functionality, various compartments and spacious interior make this Diaper Bag an ideal companion for baby and parents on the go.🖤 Pocket includes individualized storage compartments andzip close pocketto safely organize baby's necessities.🖤 It is very roomy, canhold all your essential items for baby care, such as baby diaper, milk bottle, towel, water bottle, changing pad, snacks.🖤 Portableunisex design, perfect gift for men / women / newborn / toddler/ twins / new mother / dad /parents🖤 Not only diaper bag, it also can be used as weekend equipment, traveling & hiking backpack, casual daypack."
184,DAHSHA Stylish Nylon Small Sling Cross Body Travel Bag for Business Office Messenger One Side Shoulder Carry Handbag Bag For Men & Women (35X18x25 CM-grey),₹695,3.8,476,B07GCLJTZF,https://www.amazon.in/DAHSHA-Bag-Business-Messenger-Shoulder/dp/B07GCLJTZF/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-136,DAHSHA Enterprise,"DAHSHA Stylish Nylon Small Sling Cross Body Travel Bag for Business Office Messenger One Side Shoulder Carry Handbag Bag For Men & Women - GreyBrand:DAHSHAColor:GreyMaterial:NylonPockets:PaddedProduct type:Travel Office Messenger Sling BagPerfect messenger bag/shoulder bag/cross body bag/handbag/ hiking or travelling Bag, suitable for officeFreely adjustable shoulder strap, you can adjust it according to your height and comfort requirementsThe stitching on this product is nice and very strong.Multiple CompartmentsThe multiple pockets design, one main zipper compartment, one back pocket, 2 front pockets and 2 side pockets.Adjustable StrapThe bag is designed in a thoughtful way, the strap of this bag is fully adjustable as per your specific height and need.Ideal For Every PlaceThis bag is an ideal companion for every place as it can be easily used as a office bag, school bag, casual bag, tablet bag, messenger bag and travel bag.Sturdy And DurableThe bag is made from high quality material with dual zippers, firm stitches giving it a premium finish with comfortable strap and 1 outer pocket to store napkins, cutlery, keys and more.DEAL FOR EVERY PLACEIt has enough pockets and capacity to organized your basic survival gear, as well as to conveniently carry the stuff you have to access regularly.It must be the ideal gift for Birthday, Thanksgiving, Christmas, anniversary.The offered lightweight and fashionable messenger bag is an ideal choice for keeping and organizing your personal essentials like pens, wallet, cell phone, keys, notebook, currency, tablet.A great gift to give on all holidays and special occasions; such as, Christmas, Birthdays, Valentines's Day, etc.Perfect For TravellingCarry With EaseSufficient CapacityPerfect For TravellingCarry Handbag BagWeight : 700 Gm ;Dimension : 35X18x25 CM(LxWxH) ADJUSTABLE STRAP : Belt length- 130CM.Water Resistence : Yes, Water Proof : NoAdjustable Cross body Shoulder Strap: Carry your cross body bag securely thanks to the fully adjustable strap. Wear it on your shoulder or across your body for added protection against pickpockets & purse snatchers.Please Note : This Bag is Small and Use as a Tiffin or Lunch Bag as well as There is a Little Difference Between Photos and Reality in BagSling Bag with Handle-Dark GreyPU Leather Rect Sling Bag Coffee BrownDS-Travel Messenger Bag- smallDS-Sling Bag 5 Chain Handle - Dark GreyDS-Crossbody Bag-oliveDimensions22.5cm x 9.5cm x 22.5 cm25 cm x 11 cm x 20 cm24x8.8x21.5cm30x26x8 cm29 x 19 x 23.5 CMColorDark GreyCoffee BrownGreenDark GreyOliveSpecial Features1 Main Zipper Pocket + 2 Front Side Zipper Pocket + In Side Pocket For Tab & pad ( Upto 9 inch) + 1 other pocket2 Front - Side Pocket + 2 Main Pockets +1 Back - Side Pocket +2 In-Side Pockets.2 Main Zipper Compartment, 1 Backside Zipper Pocket, 3 Front Zipper Pockets and 2 Side Pockets for personal essentialsA total of 5 pockets (1 small Front side,1 front side Pocket, 1 Inner Side Pocket, 2 Main Pocket & 1 Back Pocket)2 Front Side 2 Main and 1 Inside CompartmentsBelt Length132 cm135 cm135 cm129 cm130 cm"
185,COSMUS Heavy Duty School Bag Norwich 33L waterproof Backpacks Bag With laptop compartment,"₹1,196",4.1,436,B078MFYJ3M,https://www.amazon.in/COSMUS-Polyester-Black-School-Backpack/dp/B078MFYJ3M/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-137,Cosmus,"This Heavy Duty Laptop Backpack from Cosmus is a Multipurpose Backpack Bag - use it as school bag or regular casual backpack for daily use.  This large spacious school bag is ideal for class 7-10 standard students, spacious enough to hold all your books and other essentials items for projects and tiffin box and water bottle. Its padded shoulder straps is desimed for comfort and children can carry all essentials without any discomfort while on the move.Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Padded Laptop Section Three main compartment, One front compartment Two side Mesh pockets Specifications Material - PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years"
186,"TRUE HUMAN® Emperor Anti-Theft Laptop Bag, Office bag, college bag With combination security lock and USB charging port(Hybrid)",₹650,3.5,2,B0CJ8WTYFK,https://www.amazon.in/TRUE-Anti-Theft-combination-security-charging/dp/B0CJ8WTYFK/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-138,Not Mentioned,"Product description Features: Made of durable and Eco-friendly water resistant oxford textile fabric, keep your laptop dry from small rain. Built-in well padded laptop sleeve with strap closure. Soft air permeability padded back cushion shoulder straps make it light and make you all day comfortable. Multiple compartments allow you to keep all of your stuffs secure and organized. Night vision reflective design, which keeps you safe at night. A anti-theft zipped pocket for your valuables. This laptop bag can used for daily walk-around, work, school, day trips, vacation, travel, day hikes ,camping etc. What you can put in this laptop backpack? - You can put 2-3 clothes, A4 books, 15.6"" laptop, i-pad, glasses, wallet, keys, earphone, power bank, camera, cell phone and document in the back pack. - You Get What You pay for! Don't compare with cheaply made, Considering the high quality of the material, components, finishing and overall design it is exceptional value for money."
187,uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,₹900,4.2,202,B0B691HSL3,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NjczNjQyNjg3Mzk3NjU4OjE2OTc4OTE1MTE6c3BfbXRmOjIwMDk3NTc5NTAxNzk4OjowOjo&url=%2FUppercase-Medium-Laptop-Backpack-2100Ebp1%2Fdp%2FB0B691HSL3%2Fref%3Dsr_1_139_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891511%26sprefix%3Dba%252Caps%252C283%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Acefour Accessories Pvt. Ltd.,"If you feel all backpacks are just the same old boring black and grey bags, read on. Especially if you are stylish and are looking for one that will complement your style. This handcrafted uppercase RollTop Laptop Backpack is the perfect stylish, sleek, and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack your other essentials. It is visually striking with a classic European design. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - Spacious compartment that can carry 3+ A4-sized books or a set of clothes, and all your essential chargers and electronics. - Internal organiser to store your power bank and cables. - Front access pocket to easily carry important small items. - Bottle holder on the side. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Superior material quality - Premium Nylon-sheen fabric gives the backpack a smooth and glossy feel that is a joy to touch. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every Roll Top Laptop Backpack bought helps reduce 9 1-litre plastic bottles from the planet, helps conserve 117ml of crude oil, and prevents 584g of CO₂ emission. * *Approximate calculations based on information available on www.textilevaluechain.in"
188,"uppercase 22 Ltrs Large (14.6 inch) Laptop Backpack 2900EBP1 Bucket Outdoor 3x more water repellent sustainable bag with Rainproof zipper & Detachable organizer for Men, Women, Boys and Girls , 750 Days warranty","₹1,100",4.4,31,B0BC48NDJP,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NjczNjQyNjg3Mzk3NjU4OjE2OTc4OTE1MTE6c3BfbXRmOjIwMDk3NjEyMjMxODk4OjowOjo&url=%2Fuppercase-resistant-sustainable-Rainproof-Detachable%2Fdp%2FB0BC48NDJP%2Fref%3Dsr_1_140_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891511%26sprefix%3Dba%252Caps%252C283%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Acefour Accessories Pvt. Ltd.,Not Mention
189,"TRAWOC 60 Liter Travel Backpack Hiking Trekking Bag Camping Rucksack, 1 Year Warranty, HK006","₹1,659",4.3,"1,446",B07YYG5G31,https://www.amazon.in/TRAWOC-60LTravel-Backpack-Trekking-Rucksack/dp/B07YYG5G31/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-141,TRAWOC,"Looking for a a backpack that suits you is almost as important as having a shoes that suits perfectly on you. Your backpack is like a companion throughout your trek. It’s either going to make your trek a pleasurable one or is going to be a burden to you. To make your selection more efficient and keeping in mind all your requirement TRAWOC present 60 later adventure rucksack that is made of lightweight material, has plenty of spacious inner compartment with built in laptop sleeves and many more features.WATER BOTTLE COMPARTMENTThese mesh slim pockets which are stretchable and can be used to store smaller items such as water bottles which makes to take out bottle with ease while you are on trekYKK ZIPPERSYKK -Those letters stand for ""Yoshida Kogyo Kabushikikaisha"" which, from Japanese, roughly translates to ""Yoshida Company Limited."" It's a zipper manufacturer named after Tadao Yoshida, who founded it in 1934. By one estimate, the company makes half the zippers on Earth, which is more than 7 billion zippers each year. YKK is known for manufacturing best zippers in the world.BOTTLE COMPARTMENTThese mesh slim pockets which are stretchable and can be used to store smaller items such as water bottles which makes to take out bottle with ease while you are on trek.Padded Back PanelThe mesh design padded back panel ensures air flow and comfort during your long journey.PADDED SHOULDER STRAPSThis rucksack comes with tactical military style adjustable straps which all helps you be very comfortable while travelling.ComfortableThis spacious rucksack can accommodate your belongings with ease. The ergonomic design of the rucksack makes a comfortable trekking experience.DurableThe rucksack is made from premium quality PU coated fabric, which provides strengthen and long-lasting performance.Water ResistantThe water-resistant polyester fabric protects your belongings from adverse weather conditions while you are trekking or hiking."
190,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",₹829,3.9,247,B0C3RN6QSC,https://www.amazon.in/SPENZ-BAGS-Backpack-Raincover-Mahogany-Brown/dp/B0C3RN6QSC/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-142,Spenz Bags,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment."
191,"Red Lemon Titan Ultrafit Bange Series 15.6-inch Laptop Bags Backpacks for Men and Women 45L&35L Outdoor and Camping 3in1 Office Bags,Travelling,Backpack","₹3,597",4.3,329,B0CGZLZRNZ,https://www.amazon.in/Red-Lemon-15-6-inch-Backpacks-Travelling/dp/B0CGZLZRNZ/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-143,Not Mentioned,Not Mention
192,ZOUK Women Laptop Bag Royal Indian Peacock Motif,"₹1,449",4.4,180,B09QRYDXJH,https://www.amazon.in/ZOUK-Handmade-Leather-Handles-Multicolor/dp/B09QRYDXJH/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-144,Sea Turtle Pvt Ltd,"Women's Office Bags50+ PRINTS, FOR EVERY YOU.Multicolor Mandala PrintPaisley PrintRoyal Indian Peacock PrintIkat GreRedAn Indian Classic Women's Office BagIndia-inspired Style and Super FunctionalThis is a Proudly Indian and 100% PeTA approved Vegan product from Zouk. It has a stylish print inspired by India's rich heritage. It has sturdy and durable accessories, with a zip closure and double straps (non-adjustable). The bag contains a single main compartment. This compartment has an inner padded laptop compartment that can fit up to a 15.6 inch laptop. The compartment also has an inbuilt phone, keychain and pen slot.100% Vegan LeatherAll products are Cruelty free and Responsible.HandcraftedAll products are handcrafted by expert artisans with love.Proudly Indian PrintsWeaving tradition with the contemporary, we bring the modern Indian classic to the world.Super FunctionalSpacious main compartment with a separate laptop section to carry your world.DescriptionMaterialAuthentic, handicraft fabric sourced from across India.PurposeCan hold 1l bottle, small tiffin, a pair of clothes, diary, small umbrella, and much more.Dimensions16 x 13 x 4 inches (approx)Weight900 gmsWater ResistivityYes (water-resistant inner lining)SpecificationsIt has a main zipper compartment, a padded laptop compartment inside, a Double handle for an easy carrier, an Inbuilt pocket for pen, phone, keys.No. of zippers1No. of pockets2No. of compartments1 main, with an internal padded compartment for a laptopLaptop Sizes that fit13 inch, 14 inch, 15 inch, 15.6 inch"
193,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Navy Blue),₹489,4.0,145,B07NJGW3WX,https://www.amazon.in/NIVIA-Polyester-Shoulder-Compartment-Accessories/dp/B07NJGW3WX/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-145,‎Freewill Sports Private Limited,"Nivia comes up with biggest range of 'ready-to-go' sports bag for carrying your fitness outfit and equipment's to and from your workout.The NIVIA BEAST GYM BAG-4 is attractive, has a large compartment, a bottel pocket, side pocket for small belongings. Made with high quality accessories   and zipper, it's an idol gym bag for every body builder and can also be used   as a travel bag. This duffel will keep your stuff organized and will give you   a stylish and sporty look.Nivia Beast Polyester Gym BagNivia Ashtang Backpack BagNIVIA Sports Space Polyester Gym BagNivia Jungle Round BagNIVIA Dominator BagpackYOGA 3.0Adjustable Shoulder Strap✓✓✓✓✓✓Zip Closure✓✓✓✓✓✓Foldable✓x✓✓✓xOuter Pocket2 pockets4 pockets2 pockets3 pockets3 pockets1 pocketTop handle✓x✓✓✓✓Internal Zip Pocket✓✓xxx✓Shoe Compartmentx✓✓✓✓xPocket for Bottlex✓✓✓✓✓Yoga Mat Mount Strapxxxxx✓Water Resistance✓✓✓✓✓✓Top Grab HandleThe top grab handles is positioned in a way that allows you to quickly grab the bag and go, without having to fumble around for the handles.Strong and durable ropesBeast Gym Bag has strong and durable robe with resistant to wear and tear, and is not easily fray or break. Also resist moisture, mildew, and UV raysMain Compartment with reliable zipperThe main compartment of this duffle bag is the heart of the bag and secured with a reliable zipper to ensure the safety of your belongings.Water ResistanceThe overall design of the Beast Gym Bag is made of water-resistant polyester material , with no gaps or holes that can allow water to seep in.We have an excellent range of gym bags with a wide range of designs, and colors with stylish contoured designs these duffle bags are made from tough polyester with attractive patterns .These bags comes with right size to hold all your gym essentials, such as workout clothes, shoes, water bottle, and towels. Also comes with durable and sturdy materials that can withstand the wear and tear of frequent use."
194,HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Messenger Shoulder Bag - Fits 14/15.6/16 Inch Laptops - Brown Office Bag - Multiple Pockets -Water Resistant -Executive Bag for Work and Travel,"₹4,716",4.4,591,B083M1QK32,https://www.amazon.in/HAMMONDS-FLYCATCHER-Laptop-Bag-Men/dp/B083M1QK32/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-146,Hindustan Foam,"Genuine LeatherThe Hammonds Flycatcher Laptop Messenger Bag is created out of genuine leatherette which only gets better with ageing. The shine on the surface is impeccable.Simple & Functioning MechanismThis Laptop Messenger Bag Main Interior Compartment With front pocket with zip For Added Security And A Fully Lined Interior That Includes Zip Pocket And Slip Pockets For Organization.Superior CraftmanshipThis product is constructed with quality thread & material, and it is crafted by a set of skilled labors. It is a backpack perfectly fitted for school, college, office or travel & adventures.Comfortable HandlesFor carrying the bag easily, there are padded & strong shoulder straps that can carry more weight while providing you with comfort, with a strong handleZip-Top ClosureIt prevents your belongings from falling out. To improve the quality of this bag, we select the Heavy-duty Zipper that open and closes smoothly.Metal Hardware AccessoriesAll the hardware such as magnetic buttons, dog hooks, etc. of the bag is of heavy-duty metal that is durable enough for daily use."
195,Dell Gaming Backpack for Laptops (Black),"₹2,390",4.3,"2,178",B0842XB4BN,https://www.amazon.in/Dell-DELL-GMBP1720M-Gaming-Backpack/dp/B0842XB4BN/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1697891511&sprefix=ba%2Caps%2C283&sr=8-147,"‎Dell, No 12/2-A, 13/1-A, Divyashree Greens, Inner Ring Road, Challaghatta, Varthur Hubli, Domlur, Bangalore - 560071","DELL GAMING BACKPACK Keep your gaming hardware safe and secure with the Dell Gaming Backpack. With a hardy EVA molded front shield and a foam padded interior, your laptop and accessories will be protected from the elements while you're out and about."
